tweets,class,label
It is said Americans just don't understand - thank you for the evidence!,figurative,1
because there's a budget shortfall and obviously the reason is that their prices are too low.,figurative,1
. I'm very sure that the and are to be very happy! Forgot to tag the 😉,figurative,1
It's not Sunburst because you NEED colored mana!,figurative,1
Sometimes in life if you love it you've got to let it go !,figurative,1
Leave it to to jack up the season opener !! This is awesome!!,figurative,1
Apple launch a Surface-Pro-style iPad. With stylus.,figurative,1
Could end up with a Labour leader campaigning to leave the EU and Conservative one campaigning to stay in,figurative,1
So he sees economical crisis in Mzansi while hs actually defending the white capitalism who owns the Economy,figurative,1
Hello & - Wonderful idea closing pre-check @ 7PM on Thursday. Consultants rarely fly out then.,figurative,1
Ha! I didn't see THAT coming!,figurative,1
Sometimes I tell the truth and pretend that I'm telling a joke.,figurative,1
Chocolate flavour + SF hazelnut syrup + coffee = amazeballs. Trying to destress after finding out I have high blood pressure,figurative,1
So the only way to stop refugees is to bomb where they are fleeing from in the first place.,figurative,1
"Harper is a punk, though!!!!",figurative,1
Oh my gosh is it really him? The Drake!! Oh My goodness!! Wow!,figurative,1
Extremely ironic.,figurative,1
Fantastic play call.,figurative,1
Ol' Rick Perry dropped out of the presidential race? Aww shucks.,figurative,1
at its best!!,figurative,1
Oh the irony of metal bands,figurative,1
Ok just sent niece article on how internet addiction can affect her sons brain & been here for 1 hour at least,figurative,1
"Exhausted laptop's battery. Old-fashioned pen, paper will work 4 social media world",figurative,1
Kiefer Sutherland really outdid himself in this role.,figurative,1
is too intelligent to be PM. And his assumption that the public isnt stupid completely rules him out.,figurative,1
"Yes, & invited countries who use children for soldiers to arms fair in London",figurative,1
He had an awful career,figurative,1
apparently nobody understands when I'm being sarcastic. maybe I need to start adding,figurative,1
"""So many Jonathans. A plague of literary Jonathans. If you read only the .."" (207)",figurative,1
Two consecutive games that Pete Carroll is a genius.,figurative,1
Spelling is no joke.,figurative,1
The of these ex pats on the National Anthem - they love it that much they left the Country,figurative,1
Oh and being blinded the whole entire way into MP is just making the morning so much better,figurative,1
I have a uti! Yay!,figurative,1
"Evolution doesn't claim talking animals. The bible does, though.",figurative,1
oh damn you caught me,figurative,1
"Wow,an actual penalty against Sparta.",figurative,1
Mahartwada reeling under drought and Mumbai based capitalists competing to buy most expensive homes,figurative,1
Yes indeedy. We'll have ourselves the RINO POTUS we didn't get in 2008 & 2012. Hallelujah!,figurative,1
Was waiting for someone to complain....I didn't just to test those ......who failed,figurative,1
I'm going broke trying to fix my life lol,figurative,1
The same people saying All Lives Matter are the main ones pissed at Adrian Grenier for his 9/11 post. But all lives matter right?,figurative,1
greatest conference ever!!,figurative,1
"It's a process, rebuilding.",figurative,1
What's the point of other people if not to mock them?,figurative,1
my sympathy for those drivers who must watch as their vehicle harms innocent bystanders,figurative,1
"spent all of my youth hating study, now all I want to do is learn more",figurative,1
"Heya Tony, looks like you are no longer in team australia",figurative,1
Oh the of ascending Twitter to lament a group pre-teen kids non-ironically talking to each other using,figurative,1
Facebook rants are the best.,figurative,1
Pot is harmless.,figurative,1
"There is nothing more creative than calling a jack russel, jack...why do people do this",figurative,1
"From a Skype session last week... Josh clearly loves dogs so, so much.",figurative,1
Thanks again Preston Parker. Glad to see you came to play tonight.,figurative,1
Oh Sharon's terrifying. 😄,figurative,1
way to go,figurative,1
this looks like something i've played before but i can't put my finger on it. hmmmm,figurative,1
Indians fight over & hindu/muslim. where Amir Khusro used persian and brij bhasha in one sher,figurative,1
My grandfather's in the hospital today. Pray for him.,figurative,1
Religion of peace. This is probably blamed on the Crusades,figurative,1
Obviously [👺 equals ],figurative,1
2nd RB in the league and the pass 3 straight plays.,figurative,1
Only in California on a rainy day.,figurative,1
In gamed purchase apps. You never get an award for making it to the top without paying a cent... kind of,figurative,1
AND ITS ABOUT ORIGINALITY ALSO 👏🏻👏🏻👏🏻,figurative,1
Women. Children. Skilled workers. Boosters to any civilized society.,figurative,1
Bloggles: looking at anything through a lifestyle blog lens...Now the old books on my shelf are suddenly urban chic,figurative,1
Yay! Illinois is making national news.,figurative,1
"Stress much? Docs prescribe nature, not checking your phone.",figurative,1
Smoggies out smoggies out,figurative,1
Right? Never woulda thought that was a bad idea,figurative,1
Donald Trump just lost his Apprentice job to an immigrant.,figurative,1
Wow look at this high flyin' Chip Kelly offense!,figurative,1
take him out he might hurt his arm.,figurative,1
Cheerily taking shelter en route to my tent.,figurative,1
Sounds fun! Make some new friends.,figurative,1
I just saw a Lexus with Bernie 2016 sticker on it. Where is Alanis Morrisette when you need her?,figurative,1
So got a sweet park at the theater now I'm blocked in and I need to go.,figurative,1
. apparently some needed on my Super Bowl declaration.,figurative,1
"people wear clothes made in Bangladesh instead of wearing , not supporting local economy, that's so unpatriotic!",figurative,1
Thanks for keeping this city's alive.,figurative,1
"Glad to see that the final ODI is going to be a tight, hotly-contested affair.",figurative,1
Bucs are having a great game this far,figurative,1
Well good thing im not like that. Kappa,figurative,1
Movie night tonight. It's gunna be amaze-balls,figurative,1
but when Sanchez misses it was unlucky .,figurative,1
This is the most exciting ever!,figurative,1
I'm glad Adrian Peterson returned to stand on the sideline and watch his teammates.,figurative,1
"if i recall history I believe overthrowing the royals was how we became a democracy and have elected MPs,",figurative,1
we are drunk and watching el Cy-Hawk and we were all offended by it. Please apologize to all of Iowa and,figurative,1
"In Reagan library, Christie pledges not to sign an agreement with a country pledged to U.S. destruction. Arms control w/ USSR?",figurative,1
Docs and Jocks: The hardest nuts to crack,figurative,1
their pagoda tee shirts beli dari mana?,figurative,1
"Saw someone who gyms, smoking... You wanna be fit but unhealthy at the same time?",figurative,1
"Marco Rubio almost forgot to mention how long he has been married, good thing he made up for it with that amazing ending",figurative,1
WHAT!?!? Why are we talking about real issues? Can we get back to questions that pander to squabbling induced ratings?,figurative,1
Who knows. Maybe due to all of the CSI and Blacklists the administration watched they just had a good gut feeling it was a bomb.,figurative,1
"“Crowds are becoming an increasing nuisance at top European attractions,” says tourism promoter unaware of",figurative,1
"Iranian forces fired mortar shells at Pakistan's town Mashkail, On one side India is firing at LoC & on other side Iran & Afghanistan",figurative,1
let's not offend Islamic fundamentalists. They will send you death threats.,figurative,1
